id,imdb_id,popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month,release_month_name,year_by_5,year_by_10,genre_01,genre_02,genre_03,director_01,director_02,cast_num,actor_01,actor_02,actor_03,actor_04
21910,tt0902290,0.244375,I Sell The Dead,Dominic Monaghan|Larry Fessenden|Ron Perlman|Angus Scrimm|Brenda Cooney,Jeremiah Kipp|Zeke Dunn|Nicole Real|Glenn McQuaid,85.0,Comedy|Drama|Horror,Glass Eye Pix,2008-08-07,20,5.3,2008,19419965.007528078,57064772.97547143,8,August,2005-2010,2000-2010,Comedy,Drama,Horror,Jeremiah Kipp,Zeke Dunn,5,Dominic Monaghan,Larry Fessenden,Ron Perlman,Angus Scrimm
4627,tt0772181,0.243765,Krabat,David Kross|Daniel BrÃ¼hl|Robert Stadlober|Hanno Koffler|Christian Redl,Marco Kreuzpaintner,120.0,Action|Fantasy|Horror,Krabat Filmproduktion|Seven Pictures Film,2008-09-07,39,6.4,2008,8102293.07047334,57064772.97547143,9,September,2005-2010,2000-2010,Action,Fantasy,Horror,Marco Kreuzpaintner,nan,5,David Kross,Daniel BrÃ¼hl,Robert Stadlober,Hanno Koffler
14660,tt0473267,0.242941,Solstice,Elisabeth Harnois|Shawn Ashmore|Hilarie Burton|Amanda Seyfried|Tyler Hoechlin,Daniel Myrick,87.0,Drama|Horror|Thriller,Endgame Entertainment|Solstice Productions,2008-01-01,27,5.7,2008,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Drama,Horror,Thriller,Daniel Myrick,nan,5,Elisabeth Harnois,Shawn Ashmore,Hilarie Burton,Amanda Seyfried
22007,tt1015474,0.24117,Train,Thora Birch|Gideon Emery|Gloria Votsis|Derek Magyar|Todd Jensen,Gideon Raff,94.0,Horror|Thriller,Nu Image Films|Millennium Films,2008-10-16,19,4.9,2008,19419965.007528078,57064772.97547143,10,October,2005-2010,2000-2010,Horror,Thriller,nan,Gideon Raff,nan,5,Thora Birch,Gideon Emery,Gloria Votsis,Derek Magyar
16564,tt0795441,0.239048,Oorlogswinter,Martijn Lakemeier|Melody Klaver|Yorick van Wageningen|Jamie Campbell Bower|Raymond Thiry,Martin Koolhoven,103.0,Drama|History|War,Max TV|Prime Time|Isabella Films B.V.|Fu Works|Isabella Films,2008-11-17,41,6.8,2008,4051146.53523667,536825.529677281,11,November,2005-2010,2000-2010,Drama,History,War,Martin Koolhoven,nan,5,Martijn Lakemeier,Melody Klaver,Yorick van Wageningen,Jamie Campbell Bower
55281,tt1205913,0.235312,NYC: Tornado Terror,Nicole de Boer|Sebastian Spence|Jerry Wasserman|Winston Rekert|Colby Johannson,Tibor TakÃ¡cs,90.0,Drama|Action|Science Fiction|Thriller,Fast Productions Ltd.|Fast (Tornado) Productions,2008-10-04,10,3.5,2008,19419965.007528078,57064772.97547143,10,October,2005-2010,2000-2010,Drama,Action,Science Fiction,Tibor TakÃ¡cs,nan,5,Nicole de Boer,Sebastian Spence,Jerry Wasserman,Winston Rekert
15749,tt0887971,0.234772,While She Was Out,Kim Basinger|Lukas Haas|Craig Sheffer|Luke Gair|Leonard Wu,Susan Montford,108.0,Action|Adventure|Drama|Horror|Thriller,Grosvenor Park Media Ltd.|Insight Film Studios|Redwood Palms Pictures|Victoria Filmproduktion|Proud Mary Entertainment,2008-10-27,18,4.7,2008,6076719.802855,396414.816339246,10,October,2005-2010,2000-2010,Action,Adventure,Drama,Susan Montford,nan,5,Kim Basinger,Lukas Haas,Craig Sheffer,Luke Gair
8942,tt1152850,0.232479,Wendy and Lucy,Michelle Williams|Will Patton|Will Oldham|John Robinson|Lucy,Kelly Reichardt,80.0,Drama,Glass Eye Pix|Film Science|Washington Square Films|Field Guide Films,2008-05-22,27,6.6,2008,202557.326761833,57064772.97547143,5,May,2005-2010,2000-2010,Drama,nan,nan,Kelly Reichardt,nan,5,Michelle Williams,Will Patton,Will Oldham,John Robinson
3511,tt0906734,0.447804,The BrÃ¸ken,Lena Headey|Ulrich Thomsen|Melvil Poupaud|Michelle Duncan|Asier Newman,Sean Ellis,88.0,Thriller|Drama|Horror,Gaumont|Left Turn Films|Ugly Duckling Films|Gaumont International|Thriller,2008-01-18,31,5.0,2008,6785670.44652142,57064772.97547143,1,January,2005-2010,2000-2010,Thriller,Drama,Horror,Sean Ellis,nan,5,Lena Headey,Ulrich Thomsen,Melvil Poupaud,Michelle Duncan
13989,tt0813980,0.230107,24: Redemption,Kiefer Sutherland|Cherry Jones|Bob Gunton|Colm Feore|Jon Voight,Jon Cassar,102.0,Action|Adventure|Crime,Imagine Television|Teakwood Lane Productions|Real Time Productions,2008-11-23,99,6.8,2008,19419965.007528078,57064772.97547143,11,November,2005-2010,2000-2010,Action,Adventure,Crime,Jon Cassar,nan,5,Kiefer Sutherland,Cherry Jones,Bob Gunton,Colm Feore
14255,tt1323946,0.229916,Pulse 3,Noureen DeWulf|Karley Scott Collins|Rider Strong|Brittany Finamore|Georgina Rylance,Joel Soisson,91.0,Horror|Thriller,Dimension Extreme,2008-12-23,12,4.5,2008,19419965.007528078,57064772.97547143,12,December,2005-2010,2000-2010,Horror,Thriller,nan,Joel Soisson,nan,5,Noureen DeWulf,Karley Scott Collins,Rider Strong,Brittany Finamore
8281,tt0827713,0.257041,J'ai toujours rÃªvÃ© d'Ãªtre un gangster,Anna Mouglalis|Edouard Baer|Jean Rochefort|Jean-Pierre Kalfon|Laurent Terzieff,Samuel Benchetrit,108.0,Drama|Comedy|Crime,Virtual Films,2008-01-18,15,7.2,2008,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Drama,Comedy,Crime,Samuel Benchetrit,nan,5,Anna Mouglalis,Edouard Baer,Jean Rochefort,Jean-Pierre Kalfon
15342,tt1139800,0.22711,La Fille de Monaco,Fabrice Luchini|Roschdy Zem|Louise Bourgoin|StÃ©phane Audran|Gilles Cohen,Anne Fontaine,95.0,Comedy|Drama|Foreign|Romance,Warner Bros.,2008-08-20,18,4.7,2008,19419965.007528078,57064772.97547143,8,August,2005-2010,2000-2010,Comedy,Drama,Foreign,Anne Fontaine,nan,5,Fabrice Luchini,Roschdy Zem,Louise Bourgoin,StÃ©phane Audran
13490,tt0494652,0.224471,Welcome Home Roscoe Jenkins,Martin Lawrence|James Earl Jones|Margaret Avery|Joy Bryant|Cedric the Entertainer,Malcolm D. Lee,114.0,Comedy|Drama,Universal Pictures|Spyglass Entertainment,2008-02-08,31,6.1,2008,35447532.1833208,44208931.6032777,2,February,2005-2010,2000-2010,Comedy,Drama,nan,Malcolm D. Lee,nan,5,Martin Lawrence,James Earl Jones,Margaret Avery,Joy Bryant
22152,tt0363780,0.224208,Lymelife,Alec Baldwin|Emma Roberts|Kieran Culkin|Cynthia Nixon|Rory Culkin,Derick Martini,95.0,Comedy|Drama,Cappa Productions|Bartlett Films|Cappa Defina Productions|El Dorado Pictures,2008-09-08,17,5.4,2008,1519179.95071375,57064772.97547143,9,September,2005-2010,2000-2010,Comedy,Drama,nan,Derick Martini,nan,5,Alec Baldwin,Emma Roberts,Kieran Culkin,Cynthia Nixon
14541,tt1295909,0.222747,Jeff Dunham: Jeff Dunham's Very Special Christmas Special,Jeff Dunham|Brian Haner,Michael Simon,85.0,Comedy,Levity Productions,2008-11-16,16,6.6,2008,19419965.007528078,57064772.97547143,11,November,2005-2010,2000-2010,Comedy,nan,nan,Michael Simon,nan,2,Jeff Dunham,Brian Haner,nan,nan
14145,tt0985025,0.22223,Dark Floors,Skye Bennett|Noah Huntley|Dominique McElligott|Ronald Pickup|William Hope,Pete Riski,85.0,Fantasy|Horror,Solar Films|Yleisradio (YLE)|Icelandic Filmcompany|Kisi Production,2008-02-06,28,4.5,2008,4354982.52537942,57064772.97547143,2,February,2005-2010,2000-2010,Fantasy,Horror,nan,Pete Riski,nan,5,Skye Bennett,Noah Huntley,Dominique McElligott,Ronald Pickup
15088,tt1110626,0.222071,The Cutting Edge 3: Chasing the Dream,Matt Lanter|Francia Almendarez|Sarah Gadon|Benjamin Hollingsworth|Alycia Purrott,Stuart Gillard,90.0,Comedy|Drama|Romance,Metro-Goldwyn-Mayer (MGM),2008-03-16,19,5.3,2008,19419965.007528078,57064772.97547143,3,March,2005-2010,2000-2010,Comedy,Drama,Romance,Stuart Gillard,nan,5,Matt Lanter,Francia Almendarez,Sarah Gadon,Benjamin Hollingsworth
14054,tt0453548,0.220417,Snow Angels,Kate Beckinsale|Sam Rockwell|Michael Angarano|Olivia Thirlby|Amy Sedaris,David Gordon Green,106.0,Drama|Romance,Crossroads Films,2008-03-07,18,6.9,2008,19419965.007528078,419702.832197054,3,March,2005-2010,2000-2010,Drama,Romance,nan,David Gordon Green,nan,5,Kate Beckinsale,Sam Rockwell,Michael Angarano,Olivia Thirlby
8359,tt0846308,0.219277,Kit Kittredge: An American Girl,Abigail Breslin|Chris O'Donnell|Julia Ormond|Stanley Tucci|Joan Cusack,Patricia Rozema,101.0,Comedy|Drama|Family,New Line Cinema|Goldsmith-Thomas Productions|Red Om Films|HBO Films|Picturehouse,2008-07-02,21,6.4,2008,19419965.007528078,57064772.97547143,7,July,2005-2010,2000-2010,Comedy,Drama,Family,Patricia Rozema,nan,5,Abigail Breslin,Chris O'Donnell,Julia Ormond,Stanley Tucci
22371,tt1072755,0.154973,Minutemen,Jason Dolley|Luke Benward|Nicholas Braun|Chelsea Kane|Kellie Cockrell,Lev L. Spiro,98.0,TV Movie|Comedy|Science Fiction|Family|Adventure,Disney Channel|Salty Pictures,2008-01-25,35,4.9,2008,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,TV Movie,Comedy,Science Fiction,Lev L. Spiro,nan,5,Jason Dolley,Luke Benward,Nicholas Braun,Chelsea Kane
19611,tt1156506,0.279117,Bo chi tung wah,Louis Koo|Barbie Hsu|Nick Cheung|Liu Ye|Fan Siu-Wong,Benny Chan,110.0,Thriller,Emperor Motion Pictures|Warner China Film HG Corporation|Armor Entertainment|BNJArmor|Sirius Pictures International,2008-09-25,13,7.0,2008,5823523.14440271,57064772.97547143,9,September,2005-2010,2000-2010,Thriller,nan,nan,Benny Chan,nan,5,Louis Koo,Barbie Hsu,Nick Cheung,Liu Ye
168643,tt1117667,0.214856,XIII,Stephen Dorff|Caterina Murino|Val Kilmer|Greg Bryk|Stephen McHattie,Duane Clark,173.0,Action|Crime|Mystery,Prodigy Pictures|Cipango,2008-09-24,25,5.4,2008,21268519.3099925,57064772.97547143,9,September,2005-2010,2000-2010,Action,Crime,Mystery,Duane Clark,nan,5,Stephen Dorff,Caterina Murino,Val Kilmer,Greg Bryk
13692,tt0470679,0.214039,August,Josh Hartnett|Adam Scott|Robin Tunney|Andre Royo|Naomie Harris,Austin Chick,88.0,Drama,Original Media,2008-05-16,10,5.9,2008,19419965.007528078,57064772.97547143,5,May,2005-2010,2000-2010,Drama,nan,nan,Austin Chick,nan,5,Josh Hartnett,Adam Scott,Robin Tunney,Andre Royo
31299,tt1104083,0.204746,Little Ashes,Javier BeltrÃ¡n|Robert Pattinson|Matthew McNulty|Marina Gatell|Adria Allue,Paul Morrison,112.0,Drama|Romance,APT Films,2008-10-06,18,5.4,2008,2531966.58452291,57064772.97547143,10,October,2005-2010,2000-2010,Drama,Romance,nan,Paul Morrison,nan,5,Javier BeltrÃ¡n,Robert Pattinson,Matthew McNulty,Marina Gatell
19311,tt0790799,0.204302,$9.99,Tom Budge|Josef Ber|Joel Edgerton|Leon Ford|Samuel Johnson,Tatia Rosenthal,78.0,Animation|Drama,Australian Film Finance Corporation,2008-09-04,18,6.1,2008,19419965.007528078,57064772.97547143,9,September,2005-2010,2000-2010,Animation,Drama,nan,Tatia Rosenthal,nan,5,Tom Budge,Josef Ber,Joel Edgerton,Leon Ford
19237,tt0893532,0.19789,Kill Theory,Don McManus|Ryanne Duzich|Teddy Dunn|Daniel Franzese|Agnes Bruckner,Chris Moore,82.0,Horror|Thriller,Bender-Spink Inc.,2008-05-14,15,5.6,2008,19419965.007528078,57064772.97547143,5,May,2005-2010,2000-2010,Horror,Thriller,nan,Chris Moore,nan,5,Don McManus,Ryanne Duzich,Teddy Dunn,Daniel Franzese
14467,tt0473367,0.193779,Jaane Tu... Ya Jaane Na,Imran Khan|Genelia D'Souza|Manjari Phadnis|Prateik Babbar|Sugandha Garg,Abbas Tyrewala,155.0,Drama|Comedy|Romance,PVR Cinemas,2008-07-04,18,6.4,2008,2329409.25776108,11241931.6352817,7,July,2005-2010,2000-2010,Drama,Comedy,Romance,Abbas Tyrewala,nan,5,Imran Khan,Genelia D'Souza,Manjari Phadnis,Prateik Babbar
15511,tt0475998,0.376053,VeggieTales: The Pirates Who Don't Do Anything,Phil Vischer|Mike Nawrocki|Cam Clarke|Laura Gerow|Yuri Lowenthal,Mike Nawrocki,85.0,Adventure|Animation|Comedy|Science Fiction|Family,Starz Animation|Big Idea Productions|Arc Productions,2008-01-11,20,5.8,2008,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Adventure,Animation,Comedy,Mike Nawrocki,nan,5,Phil Vischer,Mike Nawrocki,Cam Clarke,Laura Gerow
29751,tt1265589,0.186719,Batman Unmasked: The Psychology of the Dark Knight,Robert Clotworthy|Dan Didio|Len Wein|Christopher Nolan|Christian Bale,Steven Smith,45.0,Documentary,Warner Bros. Pictures,2008-07-15,13,8.0,2008,19419965.007528078,57064772.97547143,7,July,2005-2010,2000-2010,Documentary,nan,nan,Steven Smith,nan,5,Robert Clotworthy,Dan Didio,Len Wein,Christopher Nolan
20181,tt0970462,0.284963,Tunnel Rats,Michael ParÃ©|Wilson Bethel|Mitch Eakins|Erik Eidem|Brandon Fobbs,Uwe Boll,92.0,Action|Drama|War,Boll KG|Horst Hermann Medienproduktion|ZenHQ Films,2008-05-31,10,4.0,2008,8102293.07047334,57064772.97547143,5,May,2005-2010,2000-2010,Action,Drama,War,Uwe Boll,nan,5,Michael ParÃ©,Wilson Bethel,Mitch Eakins,Erik Eidem
15126,tt1176954,0.180992,Eldorado,Bouli Lanners|Fabrice Adde|Philippe Nahon|Didier Toupy|FranÃ§oise ChichÃ©ry,Bouli Lanners,85.0,Comedy|Drama|Foreign,Versus Production,2008-06-04,16,5.4,2008,19419965.007528078,57064772.97547143,6,June,2005-2010,2000-2010,Comedy,Drama,Foreign,Bouli Lanners,nan,5,Bouli Lanners,Fabrice Adde,Philippe Nahon,Didier Toupy
14765,tt0920470,0.180391,MR 73,Daniel Auteuil|Olivia Bonamy|Catherine Marchal|Francis Renaud|GÃ©rald Laroche,Olivier Marchal,125.0,Crime|Drama|Thriller,Gaumont|Medusa Produzione|LGM Productions|Hassen Brahiti / Studio Canal,2008-01-01,28,6.2,2008,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Crime,Drama,Thriller,Olivier Marchal,nan,5,Daniel Auteuil,Olivia Bonamy,Catherine Marchal,Francis Renaud
8926,tt1224366,0.318063,Afterschool,Ezra Miller|Jeremy Allen White|Emory Cohen|Michael Stuhlbarg|Rosemarie DeWitt,Antonio Campos,122.0,Drama|Mystery,BorderLine Films|Hidden St. Productions,2008-05-18,16,5.1,2008,19419965.007528078,57064772.97547143,5,May,2005-2010,2000-2010,Drama,Mystery,nan,Antonio Campos,nan,5,Ezra Miller,Jeremy Allen White,Emory Cohen,Michael Stuhlbarg
22600,tt0783532,0.178752,Jerusalema,Daniel Buckland|Robert Hobbs|Rapulana Seiphemo|Jeffrey Zekele|Ronnie Nyakale,Ralph Ziman,120.0,Drama|Action|Crime|Foreign,Muti Films,2008-02-11,11,6.0,2008,19419965.007528078,57064772.97547143,2,February,2005-2010,2000-2010,Drama,Action,Crime,Ralph Ziman,nan,5,Daniel Buckland,Robert Hobbs,Rapulana Seiphemo,Jeffrey Zekele
13200,tt0972883,0.176665,Red,Brian Cox|Noel Fisher|Tom Sizemore|Kyle Gallner|Shiloh Fernandez,Lucky McKee|Trygve Allister Diesen,90.0,Drama|Thriller,Billy Goat Pictures|Tenk,2008-10-07,15,6.3,2008,2531966.58452291,57064772.97547143,10,October,2005-2010,2000-2010,Drama,Thriller,nan,Lucky McKee,Trygve Allister Diesen,5,Brian Cox,Noel Fisher,Tom Sizemore,Kyle Gallner
63193,tt1292594,0.173639,Front of the Class,James Wolk|Treat Williams|Mike Pniewski|Patricia Heaton|Sarah Drew,Peter Werner,95.0,Drama,Hallmark Entertainment|Hallmark Hall of Fame Productions,2008-01-01,22,7.8,2008,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Drama,nan,nan,Peter Werner,nan,5,James Wolk,Treat Williams,Mike Pniewski,Patricia Heaton
16921,tt0443435,0.172791,Autopsy,Robert Patrick|Jessica Lowndes|Jenette Goldstein|Michael Bowen|Robert LaSardo,Adam Gierasch,84.0,Horror|Thriller,A-Mark Entertainment|FlipZide Pictures|Project 8 Films|Parallel Media|Voodoo Production Services,2008-08-24,21,4.5,2008,15191799.5071375,57064772.97547143,8,August,2005-2010,2000-2010,Horror,Thriller,nan,Adam Gierasch,nan,5,Robert Patrick,Jessica Lowndes,Jenette Goldstein,Michael Bowen
13996,tt0914797,0.168979,Bottle Shock,Alan Rickman|Chris Pine|Bill Pullman|Rachael Taylor|Freddy RodrÃ­guez,Randall Miller,110.0,Comedy|Drama,Zininsa Film Production|Intellectual Properties Worldwide,2008-08-06,31,6.4,2008,5063933.16904583,4092253.51912971,8,August,2005-2010,2000-2010,Comedy,Drama,nan,Randall Miller,nan,5,Alan Rickman,Chris Pine,Bill Pullman,Rachael Taylor
15465,tt1134801,0.16875,Bouquet final,Didier Bourdon|Marc-AndrÃ© Grondin|BÃ©rÃ©nice Bejo|Chantal Neuwirth|GÃ©rard Depardieu,Michel Delgado,101.0,Comedy,Gaumont,2008-11-05,12,5.4,2008,19419965.007528078,57064772.97547143,11,November,2005-2010,2000-2010,Comedy,nan,nan,Michel Delgado,nan,5,Didier Bourdon,Marc-AndrÃ© Grondin,BÃ©rÃ©nice Bejo,Chantal Neuwirth
14452,tt1107859,0.19719,Kill Switch,Steven Seagal|Holly Dignard|Chris Thomas King|Michael Filipowich|Isaac Hayes,Jeff King,96.0,Action|Thriller,Nu Image Films|Peace Arch Entertainment Group|Insight Film Studios|Steamroller Productions|Canadian Film or Video Production Tax Credit (CPTC),2008-10-06,15,4.7,2008,10127866.3380916,57064772.97547143,10,October,2005-2010,2000-2010,Action,Thriller,nan,Jeff King,nan,5,Steven Seagal,Holly Dignard,Chris Thomas King,Michael Filipowich
14859,tt0435679,0.161881,Keith,Elisabeth Harnois|Ignacio Serricchio|Jennifer Grey|Jesse McCartney,Todd Kessler,93.0,Drama|Family|Romance,Image Entertainment,2008-09-13,90,7.1,2008,19419965.007528078,57064772.97547143,9,September,2005-2010,2000-2010,Drama,Family,Romance,Todd Kessler,nan,4,Elisabeth Harnois,Ignacio Serricchio,Jennifer Grey,Jesse McCartney
15531,tt1018723,0.160986,Get Smart's Bruce and Lloyd Out of Control,Masi Oka|Nate Torrence|Jayma Mays|Larry Miller|Patrick Warburton,Gil Junger,71.0,Action|Comedy,Mosaic Media Group|Mad Chance|Warner Premiere,2008-07-01,17,5.4,2008,19419965.007528078,57064772.97547143,7,July,2005-2010,2000-2010,Action,Comedy,nan,Gil Junger,nan,5,Masi Oka,Nate Torrence,Jayma Mays,Larry Miller
24330,tt1052040,0.16095,Seventh Moon,Dennis Chan|Tim Chiou|Amy Smart,Eduardo SÃ¡nchez,87.0,Horror,Haxan Films,2008-09-20,10,4.1,2008,19419965.007528078,57064772.97547143,9,September,2005-2010,2000-2010,Horror,nan,nan,Eduardo SÃ¡nchez,nan,3,Dennis Chan,Tim Chiou,Amy Smart,nan
15457,tt0948535,0.158418,Faubourg 36,GÃ©rard Jugnot|Clovis Cornillac|Kad Merad|Nora Arnezeder|Pierre Richard,Christophe Barratier,120.0,Drama,GalatÃ©e Films|Novo Arturo Films|Constantin Film Produktion|PathÃ©|France 2 CinÃ©ma,2008-09-24,14,5.3,2008,19419965.007528078,861450.991052232,9,September,2005-2010,2000-2010,Drama,nan,nan,Christophe Barratier,nan,5,GÃ©rard Jugnot,Clovis Cornillac,Kad Merad,Nora Arnezeder
13429,tt0988849,0.201483,Donkey Punch,Nichola Burley|Sian Breckin|Jaime Winstone|Robert Boulter|Tom Burke,Olly Blackburn,99.0,Horror|Drama|Thriller|Crime,Warp X|Madman Entertainment,2008-07-18,19,4.0,2008,19419965.007528078,57064772.97547143,7,July,2005-2010,2000-2010,Horror,Drama,Thriller,Olly Blackburn,nan,5,Nichola Burley,Sian Breckin,Jaime Winstone,Robert Boulter
26010,tt1236370,0.156827,Long nga,Wu Jing|Celina Jade|Kara Hui|Hui Siu-Hung|Sammy Leung,Nicky Li Chung-Chi,89.0,Action|Adventure|Foreign,Seasonal Film Corporation|Gold Label Entertainment|Neway Star Pictures,2008-12-05,13,6.2,2008,522383.192279162,57064772.97547143,12,December,2005-2010,2000-2010,Action,Adventure,Foreign,Nicky Li Chung-Chi,nan,5,Wu Jing,Celina Jade,Kara Hui,Hui Siu-Hung
16867,tt0833960,0.199865,Gardens of the Night,Gillian Jacobs|John Malkovich|Ryan Simpkins|Tom Arnold|Kevin Zegers,Damian Harris,110.0,Crime|Drama,Shoot Productions|Sobini Films|Station3|Fastback Pictures|La Nuit Americaine,2008-11-21,12,6.4,2008,19419965.007528078,57064772.97547143,11,November,2005-2010,2000-2010,Crime,Drama,nan,Damian Harris,nan,5,Gillian Jacobs,John Malkovich,Ryan Simpkins,Tom Arnold
16919,tt1249171,0.156088,Global Metal,Sam Dunn,Sam Dunn,93.0,Documentary|Music,Banger Productions,2008-06-20,13,7.1,2008,19419965.007528078,57064772.97547143,6,June,2005-2010,2000-2010,Documentary,Music,nan,Sam Dunn,nan,1,Sam Dunn,nan,nan,nan
15991,tt0974977,0.155759999999999,Bad Biology,Charlee Danielson|Anthony Sneed|Ginger Starr|John A. Thorburn|Tom Kohut,Frank Henenlotter,84.0,Fantasy|Horror,Bad Biology,2008-02-08,20,4.9,2008,19419965.007528078,57064772.97547143,2,February,2005-2010,2000-2010,Fantasy,Horror,nan,Frank Henenlotter,nan,5,Charlee Danielson,Anthony Sneed,Ginger Starr,John A. Thorburn
7351,tt0903627,0.281186,Julia,Tilda Swinton|Kate del Castillo|Aidan Gould|Bruno Bichir|Horacio Garcia Rojas,Erick Zonca,138.0,Drama,Le Bureau|Jaibol Films,2008-02-09,10,7.1,2008,6076719.802855,1316622.62395191,2,February,2005-2010,2000-2010,Drama,nan,nan,Erick Zonca,nan,5,Tilda Swinton,Kate del Castillo,Aidan Gould,Bruno Bichir
12179,tt0963208,0.154248,Where in the World Is Osama Bin Laden?,Morgan Spurlock,Morgan Spurlock,93.0,Documentary,Non Linear Films,2008-01-21,10,5.9,2008,19419965.007528078,57064772.97547143,1,January,2005-2010,2000-2010,Documentary,nan,nan,Morgan Spurlock,nan,1,Morgan Spurlock,nan,nan,nan
15011,tt1185264,0.152386,Red Mist,Arielle Kebbel|Sarah Carter|Stephen Dillane|Andrew-Lee Potts|Alex Wyndham,Paddy Breathnach,98.0,Foreign|Horror|Thriller,Generator Entertainment|Northern Ireland Screen|Geronimo Films|Framestore CFC,2008-08-22,15,4.8,2008,19419965.007528078,57064772.97547143,8,August,2005-2010,2000-2010,Foreign,Horror,Thriller,Paddy Breathnach,nan,5,Arielle Kebbel,Sarah Carter,Stephen Dillane,Andrew-Lee Potts
16277,tt1286809,0.258333,La JournÃ©e de la jupe,Isabelle Adjani|Denis PodalydÃ¨s|Jackie Berroyer|Yann Collette|Karim Zakraoui,Jean-Paul Lilienfeld,88.0,Drama,Mascaret Films,2008-11-09,25,7.2,2008,19419965.007528078,57064772.97547143,11,November,2005-2010,2000-2010,Drama,nan,nan,Jean-Paul Lilienfeld,nan,5,Isabelle Adjani,Denis PodalydÃ¨s,Jackie Berroyer,Yann Collette
16279,tt0460810,0.464581,The Great Buck Howard,John Malkovich|Colin Hanks|Emily Blunt|Ricky Jay|Steve Zahn,Sean McGinly,87.0,Comedy|Drama,Bristol Bay Productions|Playtone,2008-01-18,40,5.9,2008,19419965.007528078,912205.780418945,1,January,2005-2010,2000-2010,Comedy,Drama,nan,Sean McGinly,nan,5,John Malkovich,Colin Hanks,Emily Blunt,Ricky Jay
8747,tt0865297,0.144853999999999,The Black Balloon,Toni Collette|Rhys Wakefield|Luke Ford|Gemma Ward|Lisa Kowalski,Elissa Down,97.0,Drama,Black Balloon Productions,2008-03-08,12,6.8,2008,19419965.007528078,57064772.97547143,3,March,2005-2010,2000-2010,Drama,nan,nan,Elissa Down,nan,5,Toni Collette,Rhys Wakefield,Luke Ford,Gemma Ward
18089,tt1076240,0.142175,Miss Austen Regrets,Olivia Williams|Imogen Poots|Greta Scacchi|Hugh Bonneville|Jack Huston,Jeremy Lovering,90.0,Drama,British Broadcasting Corporation (BBC)|NOVA/WGBH Boston,2008-02-03,10,5.1,2008,19419965.007528078,57064772.97547143,2,February,2005-2010,2000-2010,Drama,nan,nan,Jeremy Lovering,nan,5,Olivia Williams,Imogen Poots,Greta Scacchi,Hugh Bonneville
20382,tt0833557,0.137976,Visioneers,Zach Galifianakis|Judy Greer|MÃ­a Maestro|Missi Pyle|James Le Gros,Jared Drake,90.0,Comedy,Fireside Film,2008-06-12,13,5.7,2008,19419965.007528078,57064772.97547143,6,June,2005-2010,2000-2010,Comedy,nan,nan,Jared Drake,nan,5,Zach Galifianakis,Judy Greer,MÃ­a Maestro,Missi Pyle
43727,tt0867334,0.135015,Jolene,Jessica Chastain|Dermot Mulroney|Chazz Palminteri|Michael Vartan|Denise Richards,Dan Ireland,121.0,Drama|Romance,Next Turn Productions,2008-06-13,14,6.3,2008,19419965.007528078,57064772.97547143,6,June,2005-2010,2000-2010,Drama,Romance,nan,Dan Ireland,nan,5,Jessica Chastain,Dermot Mulroney,Chazz Palminteri,Michael Vartan
7944,tt0893382,0.134056999999999,Shine a Light,Mick Jagger|Keith Richards|Charlie Watts|Ronnie Wood|Christina Aguilera,Martin Scorsese,122.0,Documentary|Music,Concert Promotion International|Shangri-La Entertainment,2008-02-07,21,6.9,2008,19419965.007528078,57064772.97547143,2,February,2005-2010,2000-2010,Documentary,Music,nan,Martin Scorsese,nan,5,Mick Jagger,Keith Richards,Charlie Watts,Ronnie Wood
9736,tt0996930,0.09436,Deux jours Ã  tuer,Albert Dupontel|Marie-JosÃ©e Croze|Pierre Vaneck|Alessandra Martines|FranÃ§ois Marthouret,Jean Becker,85.0,Thriller,StudioCanal|ICE3|France 2 CinÃ©ma,2008-04-30,25,6.8,2008,19419965.007528078,57064772.97547143,4,April,2005-2010,2000-2010,Thriller,nan,nan,Jean Becker,nan,5,Albert Dupontel,Marie-JosÃ©e Croze,Pierre Vaneck,Alessandra Martines
317190,tt1321969,0.132306,Doctor Who: The Next Doctor,David Tennant|David Morrissey|Dervla Kirwan|Velile Tshabalala|Ruari Mears,Andy Goddard,60.0,Adventure|Drama|Family|Science Fiction,BBC Cymru Wales,2008-12-25,25,6.8,2008,19419965.007528078,57064772.97547143,12,December,2005-2010,2000-2010,Adventure,Drama,Family,Andy Goddard,nan,5,David Tennant,David Morrissey,Dervla Kirwan,Velile Tshabalala
20764,tt0804529,0.086287,Sleep Dealer,Leonor Varela|Jacob Vargas|Luis Fernando PeÃ±a,Alex Rivera,90.0,Drama|Science Fiction|Thriller,Likely Story,2008-12-10,18,5.8,2008,2531966.58452291,108934.31754588,12,December,2005-2010,2000-2010,Drama,Science Fiction,Thriller,Alex Rivera,nan,3,Leonor Varela,Jacob Vargas,Luis Fernando PeÃ±a,nan
